ReqDiscuss,ReqListen,Req(CO),Tally,Admiration,calm,Wait,contradiction,difficult,confused,Exe,Atk,Req(V),Req(T),Pers,Mt,IF,XOR,Div_result,CO_result,seer_co_num,Sus,Vote,Fact,Fact_role,Est_roles,alive,day1_vote_id_ReqDiscuss,day1_vote_id_ReqListen,day1_vote_id_Req(CO),day1_vote_id_Req(V),day1_vote_id_Req(T),day1_vote_id_Admiration,day1_vote_id_calm,day1_vote_id_Wait,day1_vote_id_contradiction,day1_vote_id_XOR,day1_vote_id_difficult,day1_vote_id_confused,day1_vote_id_Sus,day1_vote_id_Vote,day1_vote_id_Pers,day1_vote_id_Mt,day1_vote_id_IF,day1_vote_id_Fact,day1_vote_id_Div_result,day1_vote_id_CO_result,day2_vote_id_ReqDiscuss,day2_vote_id_ReqListen,day2_vote_id_Req(CO),day2_vote_id_Req(V),day2_vote_id_Req(T),day2_vote_id_Admiration,day2_vote_id_calm,day2_vote_id_Wait,day2_vote_id_contradiction,day2_vote_id_XOR,day2_vote_id_difficult,day2_vote_id_confused,day2_vote_id_Sus,day2_vote_id_Vote,day2_vote_id_Pers,day2_vote_id_Mt,day2_vote_id_IF,day2_vote_id_Fact,day2_vote_id_Div_result,day2_vote_id_CO_result,Div_recepient_id_ReqDiscuss,Div_recepient_id_ReqListen,Div_recepient_id_Req(CO),Div_recepient_id_Req(V),Div_recepient_id_Req(T),Div_recepient_id_Admiration,Div_recepient_id_calm,Div_recepient_id_Wait,Div_recepient_id_contradiction,Div_recepient_id_XOR,Div_recepient_id_difficult,Div_recepient_id_confused,Div_recepient_id_Sus,Div_recepient_id_Vote,Div_recepient_id_Pers,Div_recepient_id_Mt,Div_recepient_id_IF,Div_recepient_id_Fact,Div_recepient_id_Div_result,Div_recepient_id_CO_result,Sus_recepient_id_ReqDiscuss,Sus_recepient_id_ReqListen,Sus_recepient_id_Req(CO),Sus_recepient_id_Req(V),Sus_recepient_id_Req(T),Sus_recepient_id_Admiration,Sus_recepient_id_calm,Sus_recepient_id_Wait,Sus_recepient_id_contradiction,Sus_recepient_id_XOR,Sus_recepient_id_difficult,Sus_recepient_id_confused,Sus_recepient_id_Sus,Sus_recepient_id_Vote,Sus_recepient_id_Pers,Sus_recepient_id_Mt,Sus_recepient_id_IF,Sus_recepient_id_Fact,Sus_recepient_id_Div_result,Sus_recepient_id_CO_result,Vote_recepient_id_ReqDiscuss,Vote_recepient_id_ReqListen,Vote_recepient_id_Req(CO),Vote_recepient_id_Req(V),Vote_recepient_id_Req(T),Vote_recepient_id_Admiration,Vote_recepient_id_calm,Vote_recepient_id_Wait,Vote_recepient_id_contradiction,Vote_recepient_id_XOR,Vote_recepient_id_difficult,Vote_recepient_id_confused,Vote_recepient_id_Sus,Vote_recepient_id_Vote,Vote_recepient_id_Pers,Vote_recepient_id_Mt,Vote_recepient_id_IF,Vote_recepient_id_Fact,Vote_recepient_id_Div_result,Vote_recepient_id_CO_result,Fact_recepient_id_ReqDiscuss,Fact_recepient_id_ReqListen,Fact_recepient_id_Req(CO),Fact_recepient_id_Req(V),Fact_recepient_id_Req(T),Fact_recepient_id_Admiration,Fact_recepient_id_calm,Fact_recepient_id_Wait,Fact_recepient_id_contradiction,Fact_recepient_id_XOR,Fact_recepient_id_difficult,Fact_recepient_id_confused,Fact_recepient_id_Sus,Fact_recepient_id_Vote,Fact_recepient_id_Pers,Fact_recepient_id_Mt,Fact_recepient_id_IF,Fact_recepient_id_Fact,Fact_recepient_id_Div_result,Fact_recepient_id_CO_result,Est_id_ReqDiscuss,Est_id_ReqListen,Est_id_Req(CO),Est_id_Req(V),Est_id_Req(T),Est_id_Admiration,Est_id_calm,Est_id_Wait,Est_id_contradiction,Est_id_XOR,Est_id_difficult,Est_id_confused,Est_id_Sus,Est_id_Vote,Est_id_Pers,Est_id_Mt,Est_id_IF,Est_id_Fact,Est_id_Div_result,Est_id_CO_result,Agr_id_ReqDiscuss,Agr_id_ReqListen,Agr_id_Req(CO),Agr_id_Req(V),Agr_id_Req(T),Agr_id_Admiration,Agr_id_calm,Agr_id_Wait,Agr_id_contradiction,Agr_id_XOR,Agr_id_difficult,Agr_id_confused,Agr_id_Sus,Agr_id_Vote,Agr_id_Pers,Agr_id_Mt,Agr_id_IF,Agr_id_Fact,Agr_id_Div_result,Agr_id_CO_result,Dis_id_ReqDiscuss,Dis_id_ReqListen,Dis_id_Req(CO),Dis_id_Req(V),Dis_id_Req(T),Dis_id_Admiration,Dis_id_calm,Dis_id_Wait,Dis_id_contradiction,Dis_id_XOR,Dis_id_difficult,Dis_id_confused,Dis_id_Sus,Dis_id_Vote,Dis_id_Pers,Dis_id_Mt,Dis_id_IF,Dis_id_Fact,Dis_id_Div_result,Dis_id_CO_result,target_total_votes,feat_is_attacked,feat_is_executed,feat_divined_by_victim_black,feat_divined_by_victim_white,feat_is_target_of_atk,feat_is_vote_of_exe,feat_is_suspected_of_exe,feat_is_vote_of_atk,feat_is_suspected_of_atk
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,,0,0,0,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,26.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,4,0,0,0,0,0,0,0,1,1,19,0,0,,,1.0,0,0,3,人狼,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,村人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0
19,0,0,0,0,8,0,0,0,0,0,0,0,2,7,26,0,0,,,,0,0,5,人狼,占い師,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,3.0,0.0,0.0,黒,占い師,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,3.0,0.0,0.0,黒,占い師,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0
2,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,黒,占い師,3.0,1,1,0,,,0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,白,占い師,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,村人,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,白,占い師,5.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,1,0
3,0,0,0,0,2,1,0,0,1,0,0,0,1,1,1,0,0,白,占い師,3.0,1,1,0,,,0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,黒,占い師,,,,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,,,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,黒,占い師,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,黒,占い師,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,,,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,黒,占い師,2,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0
1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,,村人,3.0,0,0,0,,,1,5.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,黒,占い師,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,10,1,0,0,0,0,0,0,2,6,4,0,0,Error,占い師,,0,0,1,not(人狼),,1,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,1,0,0,0,0,0,0,0,1,5,10,0,0,,,3.0,0,0,0,,,1,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,村人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0
8,1,0,0,0,6,0,0,0,0,0,0,0,4,10,6,0,0,,,,0,0,0,,,1,0.0,0.0,0.0,0.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,1.0,,占い師,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
5,0,0,0,0,7,3,0,4,1,0,0,0,0,0,2,0,0,,,3.0,1,0,1,not(占い師),,1,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,黒,占い師,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,1,0,0
5,0,0,0,0,4,0,0,1,0,0,0,0,0,1,1,0,0,,,,0,0,0,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,黒,占い師,3.0,2,2,1,人狼,人狼,0,5.0,4.0,0.0,0.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,17.0,0.0,0.0,,人狼,,,,,,,,,,,,,,,,,,,,,5.0,4.0,0.0,0.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,17.0,0.0,0.0,,人狼,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,人狼,占い師,5.0,4.0,0.0,0.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,17.0,0.0,0.0,,人狼,5.0,4.0,0.0,0.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,17.0,0.0,0.0,,人狼,5.0,4.0,0.0,0.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,17.0,0.0,0.0,,人狼,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,人狼,占い師,1,0,1,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,12.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,1,0
7,0,0,0,0,13,0,0,0,0,0,0,0,9,12,32,0,0,,,3.0,6,0,0,,,1,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,黒,占い師,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,0.0,0.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,17.0,0.0,0.0,,人狼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,1,0,0,0
2,0,0,0,0,6,0,0,0,0,0,0,0,9,6,19,0,0,,,,0,0,0,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,黒,占い師,3.0,2,0,0,,占い師|人狼,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,人狼,占い師,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,黒,占い師,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,黒,占い師,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,人狼,占い師,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,黒,占い師,1,0,0,0,0,0,0,0,0,0
4,0,0,0,0,3,0,0,0,0,0,0,0,6,0,3,0,0,,,,3,0,0,,not(人狼),1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,12.0,0.0,0.0,,,2.0,0.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0
5,4,0,0,0,30,0,0,0,0,0,0,0,1,11,17,0,0,,人狼,3.0,2,0,0,,,1,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,黒,占い師,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,黒,占い師,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0
1,0,0,0,0,27,0,0,0,0,0,0,0,0,8,12,0,0,,,,4,0,0,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,黒,占い師,3.0,0,0,0,,,0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,黒,占い師,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,黒,占い師,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0
5,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,白,占い師,1.0,0,0,0,,,1,16.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,4.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,14.0,0.0,0.0,,狂人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,白,占い師,1,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,,人狼,,0,0,1,狂人,,1,14.0,2.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,17.0,0.0,2.0,,狂人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,1,0
3,0,0,0,0,7,1,0,1,0,0,0,0,4,1,14,0,0,,狂人,1.0,3,0,0,,not(人狼),1,3.0,0.0,0.0,0.0,4.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,14.0,0.0,0.0,,狂人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,白,占い師,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,白,,16.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,1,0,1,0,0,0
1,0,0,0,0,10,1,0,0,0,0,0,0,2,0,17,0,0,,狂人,,3,0,2,人狼,,1,1.0,0.0,0.0,0.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,17.0,0.0,2.0,,狂人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,,人狼,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,,人狼,,,,,,,,,,,,,,,,,,,,,14.0,2.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0
27,1,0,0,0,5,0,0,0,0,0,0,0,6,7,16,0,0,,,1.0,0,0,0,,,0,3.0,0.0,0.0,0.0,4.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,14.0,0.0,0.0,,狂人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,白,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,0,1.0,0.0,0.0,0.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,17.0,0.0,2.0,,狂人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
